>>> roachprod start: Thu Sep 10 20:53:10 UTC 2020
  PID COMMAND
  130 [bioset]
  131 [bioset]
  132 [bioset]
  133 [bioset]
  134 [bioset]
  135 [bioset]
  136 [bioset]
  137 [kworker/4:1]
  138 [bioset]
  139 [bioset]
  140 [bioset]
  141 [bioset]
  142 [bioset]
  143 [bioset]
  144 [bioset]
  145 [bioset]
  146 [bioset]
  147 [bioset]
  151 [ipv6_addrconf]
  152 [kworker/3:1]
  165 [deferwq]
  179 [kworker/9:1]
  204 [nvme]
  236 [ena]
  282 [kworker/11:1]
  284 [bioset]
  286 [bioset]
  289 [kworker/8:1]
  290 [kworker/13:1]
  294 [bioset]
  295 [bioset]
  305 [kworker/14:1]
  306 [kworker/15:1]
  372 [raid5wq]
  398 [bioset]
  421 [jbd2/nvme0n1p1-]
  422 [ext4-rsv-conver]
  493 /lib/systemd/systemd-journald
  507 [kworker/13:2]
  519 [kworker/0:2]
  521 [iscsi_eh]
  522 [kauditd]
  527 [ib_addr]
  535 [ib_mcast]
  536 [ib_nl_sa_wq]
  538 [ib_cm]
  540 [iw_cm_wq]
  541 [rdma_cm]
  558 /sbin/lvmetad -f
  578 /lib/systemd/systemd-udevd
  869 [kworker/0:1H]
  870 [kworker/4:1H]
  871 [kworker/5:1H]
  872 [kworker/6:1H]
  873 [kworker/7:1H]
  874 [kworker/12:1H]
  875 [kworker/13:1H]
  876 [kworker/14:1H]
  877 [kworker/15:1H]
  960 [kworker/4:2]
 1011 /lib/systemd/systemd-timesyncd
 1017 [kworker/8:1H]
 1018 [kworker/9:1H]
 1019 [kworker/10:1H]
 1020 [kworker/11:1H]
 1021 [kworker/1:1H]
 1022 [kworker/2:1H]
 1023 [kworker/3:1H]
 1101 [kworker/9:2]
 1113 [kworker/12:3]
 1129 [kworker/10:2]
 1145 /sbin/dhclient -1 -v -pf /run/dhclient.ens5.pid -lf /var/lib/dhcp/dhclient.ens5.leases -I -df /var/lib/dhcp/dhclient6.ens5.leases ens5
 1270 /sbin/iscsid
 1271 /sbin/iscsid
 1278 /usr/sbin/rsyslogd -n
 1284 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation
 1289 /usr/lib/snapd/snapd
 1291 /usr/sbin/cron -f
 1293 /usr/lib/accountsservice/accounts-daemon
 1295 /usr/bin/lxcfs /var/lib/lxcfs/
 1297 /usr/sbin/acpid
 1304 /lib/systemd/systemd-logind
 1316 /usr/sbin/atd -f
 1324 [kworker/1:2]
 1335 /sbin/mdadm --monitor --pid-file /run/mdadm/monitor.pid --daemonise --scan --syslog
 1356 /usr/lib/policykit-1/polkitd --no-debug
 1422 [kworker/2:2]
 1427 /usr/sbin/irqbalance --pid=/var/run/irqbalance.pid
 1437 /sbin/agetty --keep-baud 115200 38400 9600 ttyS0 vt220
 1438 /sbin/agetty --noclear tty1 linux
 1762 [kworker/2:3]
 1808 [kworker/7:2]
 1903 [kworker/3:2]
 2026 [kworker/7:3]
 2181 [kworker/14:2]
 2323 [kworker/1:3]
 2371 [kworker/5:3]
 2372 [kworker/11:2]
 2512 [kworker/6:2]
 2559 [kworker/8:2]
 2653 [kworker/6:3]
 2656 [jbd2/nvme1n1-8]
 2657 [ext4-rsv-conver]
 3796 /usr/sbin/chronyd
 4374 [kworker/10:3]
 4508 /usr/sbin/sshd -D
 4841 [kworker/2:0]
 4844 [kworker/9:0]
 4845 [kworker/5:1]
 4846 [kworker/u32:2]
 4908 sshd: ubuntu [priv]
 4913 [kworker/4:0]
 4916 [kworker/1:0]
 4917 [kworker/8:0]
 4918 [kworker/3:0]
 4919 /lib/systemd/systemd --user PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin NOTIFY_SOCKET=/run/systemd/notify HOME=/home/ubuntu LOGNAME=ubuntu USER=ubuntu SHELL=/bin/bash XDG_RUNTIME_DIR=/run/user/1000
 4922 (sd-pam)
 4955 sshd: ubuntu@notty
 4956 bash -c  ??ulimit -c unlimited; mkdir -p ${HOME}/logs; ??echo ">>> roachprod start: $(date)" >> ${HOME}/logs/roachprod.log; ??ps axeww -o pid -o command >> ${HOME}/logs/roachprod.log; ??[ -x /usr/bin/lslocks ] && /usr/bin/lslocks >> ${HOME}/logs/roachprod.log;  ??export ROACHPROD=10; ??GOTRACEBACK=crash COCKROACH_SKIP_ENABLING_DIAGNOSTIC_REPORTING=1 COCKROACH_DEV_LICENSE=crl-0-EJL04ukFGAEiI0NvY2tyb2FjaCBMYWJzIC0gUHJvZHVjdGlvbiBUZXN0aW5n COCKROACH_ENABLE_RPC_COMPRESSION=false \ ??./cockroach start --background --insecure --store=path=/mnt/data1/cockroach --log-dir=${HOME}/logs --cache=25% --max-sql-memory=25% --port=26257 --http-port=26258 --locality=cloud=aws,region=us-east-2,zone=us-east-2b --join=18.191.252.183:26257 --advertise-host=$(hostname -I | awk '{print $1}') >> ${HOME}/logs/cockroach.stdout.log \ ??                 2>> ${HOME}/logs/cockroach.stderr.log \ ???|| (x=$?; cat ${HOME}/logs/cockroach.stderr.log; exit $x) LANG=en_US.UTF-8 LC_ADDRESS=en_US.UTF-8 LC_IDENTIFICATION=en_US.UTF-8 LC_MEASUREMENT=en_US.UTF-8 LC_MONETARY=en_US.UTF-8 LC_NAME=en_US.UTF-8 LC_NUMERIC=en_US.UTF-8 LC_PAPER=en_US.UTF-8 LC_TELEPHONE=en_US.UTF-8 LC_TIME=en_US.UTF-8 USER=ubuntu LOGNAME=ubuntu HOME=/home/ubuntu PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games MAIL=/var/mail/ubuntu SHELL=/bin/bash SSH_CLIENT=149.248.186.137 43856 22 SSH_CONNECTION=149.248.186.137 43856 10.12.25.67 22 XDG_SESSION_ID=46 XDG_RUNTIME_DIR=/run/user/1000
 4960 ps axeww -o pid -o command LC_PAPER=en_US.UTF-8 XDG_SESSION_ID=46 LC_ADDRESS=en_US.UTF-8 LC_MONETARY=en_US.UTF-8 SHELL=/bin/bash SSH_CLIENT=149.248.186.137 43856 22 LC_NUMERIC=en_US.UTF-8 USER=ubuntu LC_TELEPHONE=en_US.UTF-8 MAIL=/var/mail/ubuntu PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games LC_IDENTIFICATION=en_US.UTF-8 PWD=/home/ubuntu LANG=en_US.UTF-8 LC_MEASUREMENT=en_US.UTF-8 SHLVL=1 HOME=/home/ubuntu LOGNAME=ubuntu SSH_CONNECTION=149.248.186.137 43856 10.12.25.67 22 XDG_RUNTIME_DIR=/run/user/1000 LC_TIME=en_US.UTF-8 LC_NAME=en_US.UTF-8 _=/bin/ps
COMMAND           PID  TYPE SIZE MODE  M START END PATH
iscsid           1271 POSIX   0B WRITE 0     0   0 /run
atd              1316 POSIX   0B WRITE 0     0   0 /run
lxcfs            1295 POSIX   0B WRITE 0     0   0 /run
cron             1291 FLOCK   0B WRITE 0     0   0 /run
lvmetad           558 POSIX   0B WRITE 0     0   0 /run
