>>> roachprod start: Fri Sep 11 19:45:46 UTC 2020
  PID COMMAND
   98 [md]
   99 [devfreq_wq]
  100 [kworker/u32:1]
  101 [kworker/4:1]
  102 [kworker/12:1]
  103 [kworker/3:1]
  105 [kswapd0]
  106 [vmstat]
  107 [fsnotify_mark]
  108 [ecryptfs-kthrea]
  124 [kthrotld]
  125 [bioset]
  126 [bioset]
  127 [bioset]
  128 [bioset]
  129 [bioset]
  130 [bioset]
  131 [bioset]
  132 [bioset]
  133 [bioset]
  134 [bioset]
  135 [bioset]
  136 [bioset]
  137 [bioset]
  138 [bioset]
  139 [kworker/2:1]
  140 [bioset]
  141 [bioset]
  142 [bioset]
  143 [bioset]
  144 [bioset]
  145 [bioset]
  146 [bioset]
  147 [bioset]
  148 [bioset]
  149 [bioset]
  150 [kworker/5:1]
  154 [ipv6_addrconf]
  155 [kworker/7:1]
  168 [deferwq]
  177 [kworker/1:1]
  206 [nvme]
  207 [kworker/u32:2]
  238 [ena]
  283 [kworker/5:2]
  284 [kworker/0:1]
  285 [kworker/8:1]
  286 [bioset]
  287 [kworker/u32:3]
  288 [bioset]
  291 [kworker/9:1]
  292 [kworker/10:1]
  296 [bioset]
  297 [bioset]
  309 [kworker/6:1]
  310 [kworker/13:1]
  311 [kworker/11:1]
  312 [kworker/14:1]
  313 [kworker/15:1]
  372 [raid5wq]
  398 [bioset]
  421 [jbd2/nvme0n1p1-]
  422 [ext4-rsv-conver]
  480 /lib/systemd/systemd-journald
  492 [kworker/11:2]
  503 [iscsi_eh]
  513 [ib_addr]
  514 [ib_mcast]
  515 [ib_nl_sa_wq]
  517 [ib_cm]
  518 [iw_cm_wq]
  519 [rdma_cm]
  520 [kworker/4:2]
  525 [kworker/0:2]
  529 [kauditd]
  543 /sbin/lvmetad -f
  544 [kworker/1:2]
  580 [kworker/2:2]
  582 /lib/systemd/systemd-udevd
  676 [kworker/4:1H]
  842 [kworker/0:1H]
  897 [kworker/1:1H]
  898 [kworker/6:1H]
  899 [kworker/2:1H]
  900 [kworker/3:1H]
  901 [kworker/8:1H]
  902 [kworker/9:1H]
  903 [kworker/10:1H]
  904 [kworker/11:1H]
  912 [kworker/6:2]
  970 /lib/systemd/systemd-timesyncd
 1002 [kworker/9:2]
 1024 [kworker/12:1H]
 1031 [kworker/15:2]
 1044 [kworker/14:1H]
 1085 [kworker/0:3]
 1117 /sbin/dhclient -1 -v -pf /run/dhclient.ens5.pid -lf /var/lib/dhcp/dhclient.ens5.leases -I -df /var/lib/dhcp/dhclient6.ens5.leases ens5
 1228 [kworker/7:1H]
 1249 [kworker/15:1H]
 1250 [kworker/5:1H]
 1282 /usr/bin/lxcfs /var/lib/lxcfs/
 1285 /sbin/iscsid
 1286 /sbin/iscsid
 1288 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation
 1301 /usr/lib/accountsservice/accounts-daemon
 1307 /usr/lib/snapd/snapd
 1309 /usr/sbin/acpid
 1315 /usr/sbin/cron -f
 1319 /lib/systemd/systemd-logind
 1327 /usr/sbin/rsyslogd -n
 1329 /usr/sbin/atd -f
 1361 /usr/lib/policykit-1/polkitd --no-debug
 1372 /sbin/mdadm --monitor --pid-file /run/mdadm/monitor.pid --daemonise --scan --syslog
 1436 /sbin/agetty --keep-baud 115200 38400 9600 ttyS0 vt220
 1442 /sbin/agetty --noclear tty1 linux
 1463 /usr/sbin/irqbalance --pid=/var/run/irqbalance.pid
 1557 [kworker/13:1H]
 1796 [kworker/7:2]
 1853 [kworker/4:3]
 1901 [kworker/3:2]
 2025 [kworker/10:2]
 2074 [kworker/9:3]
 2324 [kworker/8:2]
 2464 [kworker/3:3]
 2605 [kworker/14:2]
 2702 [jbd2/nvme1n1-8]
 2703 [ext4-rsv-conver]
 3468 [kworker/7:3]
 3701 [kworker/6:3]
 3844 /usr/sbin/chronyd
 3942 [kworker/10:3]
 3997 [kworker/1:3]
 4327 [kworker/12:2]
 4935 [kworker/13:2]
 5357 [kworker/8:3]
 5585 /usr/sbin/sshd -D
 5914 [kworker/5:3]
 5979 sshd: ubuntu [priv]
 5985 /lib/systemd/systemd --user PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin NOTIFY_SOCKET=/run/systemd/notify HOME=/home/ubuntu LOGNAME=ubuntu USER=ubuntu SHELL=/bin/bash XDG_RUNTIME_DIR=/run/user/1000
 5988 (sd-pam)
 6021 sshd: ubuntu@notty
 6022 bash -c  ??ulimit -c unlimited; mkdir -p ${HOME}/logs; ??echo ">>> roachprod start: $(date)" >> ${HOME}/logs/roachprod.log; ??ps axeww -o pid -o command >> ${HOME}/logs/roachprod.log; ??[ -x /usr/bin/lslocks ] && /usr/bin/lslocks >> ${HOME}/logs/roachprod.log;  ??export ROACHPROD=14; ??GOTRACEBACK=crash COCKROACH_SKIP_ENABLING_DIAGNOSTIC_REPORTING=1 COCKROACH_DEV_LICENSE=crl-0-EJL04ukFGAEiI0NvY2tyb2FjaCBMYWJzIC0gUHJvZHVjdGlvbiBUZXN0aW5n COCKROACH_ENABLE_RPC_COMPRESSION=false \ ??./cockroach start --background --insecure --store=path=/mnt/data1/cockroach --log-dir=${HOME}/logs --cache=25% --max-sql-memory=25% --port=26257 --http-port=26258 --locality=cloud=aws,region=us-east-2,zone=us-east-2b,rack=3 --join=3.12.104.196:26257 --advertise-host=$(hostname -I | awk '{print $1}') --cache=0.25 --max-sql-memory=0.4 >> ${HOME}/logs/cockroach.stdout.log \ ??                 2>> ${HOME}/logs/cockroach.stderr.log \ ???|| (x=$?; cat ${HOME}/logs/cockroach.stderr.log; exit $x) LANG=en_US.UTF-8 LC_ADDRESS=en_US.UTF-8 LC_IDENTIFICATION=en_US.UTF-8 LC_MEASUREMENT=en_US.UTF-8 LC_MONETARY=en_US.UTF-8 LC_NAME=en_US.UTF-8 LC_NUMERIC=en_US.UTF-8 LC_PAPER=en_US.UTF-8 LC_TELEPHONE=en_US.UTF-8 LC_TIME=en_US.UTF-8 USER=ubuntu LOGNAME=ubuntu HOME=/home/ubuntu PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games MAIL=/var/mail/ubuntu SHELL=/bin/bash SSH_CLIENT=149.248.186.137 49292 22 SSH_CONNECTION=149.248.186.137 49292 10.12.27.242 22 XDG_SESSION_ID=69 XDG_RUNTIME_DIR=/run/user/1000
 6026 ps axeww -o pid -o command LC_PAPER=en_US.UTF-8 XDG_SESSION_ID=69 LC_ADDRESS=en_US.UTF-8 LC_MONETARY=en_US.UTF-8 SHELL=/bin/bash SSH_CLIENT=149.248.186.137 49292 22 LC_NUMERIC=en_US.UTF-8 USER=ubuntu LC_TELEPHONE=en_US.UTF-8 MAIL=/var/mail/ubuntu PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games LC_IDENTIFICATION=en_US.UTF-8 PWD=/home/ubuntu LANG=en_US.UTF-8 LC_MEASUREMENT=en_US.UTF-8 SHLVL=1 HOME=/home/ubuntu LOGNAME=ubuntu SSH_CONNECTION=149.248.186.137 49292 10.12.27.242 22 XDG_RUNTIME_DIR=/run/user/1000 LC_TIME=en_US.UTF-8 LC_NAME=en_US.UTF-8 _=/bin/ps
COMMAND           PID  TYPE SIZE MODE  M START END PATH
iscsid           1286 POSIX   0B WRITE 0     0   0 /run
lvmetad           543 POSIX   0B WRITE 0     0   0 /run
cron             1315 FLOCK   0B WRITE 0     0   0 /run
lxcfs            1282 POSIX   0B WRITE 0     0   0 /run
atd              1329 POSIX   0B WRITE 0     0   0 /run
