>>> roachprod start: Thu Sep 10 20:53:06 UTC 2020
  PID COMMAND
  131 [bioset]
  132 [bioset]
  133 [bioset]
  134 [bioset]
  135 [bioset]
  136 [bioset]
  137 [bioset]
  138 [bioset]
  139 [bioset]
  140 [bioset]
  141 [bioset]
  142 [bioset]
  143 [bioset]
  144 [bioset]
  145 [bioset]
  146 [bioset]
  147 [bioset]
  148 [kworker/5:1]
  152 [ipv6_addrconf]
  165 [deferwq]
  176 [kworker/8:1]
  203 [nvme]
  204 [kworker/u32:2]
  236 [ena]
  282 [kworker/9:1]
  283 [kworker/13:1]
  284 [bioset]
  285 [bioset]
  289 [kworker/6:1]
  295 [bioset]
  296 [bioset]
  304 [kworker/11:1]
  305 [kworker/12:1]
  306 [kworker/15:1]
  307 [kworker/14:1]
  373 [raid5wq]
  399 [bioset]
  423 [jbd2/nvme0n1p1-]
  424 [ext4-rsv-conver]
  491 [kworker/15:2]
  494 [iscsi_eh]
  509 [ib_addr]
  518 [ib_mcast]
  519 [ib_nl_sa_wq]
  521 /lib/systemd/systemd-journald
  523 [ib_cm]
  524 [iw_cm_wq]
  525 [rdma_cm]
  531 [kauditd]
  555 /sbin/lvmetad -f
  580 /lib/systemd/systemd-udevd
  623 [kworker/1:2]
  882 [kworker/0:1H]
  883 [kworker/4:1H]
  884 [kworker/5:1H]
  885 [kworker/6:1H]
  886 [kworker/7:1H]
  887 [kworker/12:1H]
  888 [kworker/13:1H]
  889 [kworker/14:1H]
  890 [kworker/15:1H]
  906 [kworker/3:1H]
  907 [kworker/1:1H]
  908 [kworker/2:1H]
  909 [kworker/8:1H]
  918 [kworker/10:1H]
 1017 [kworker/9:1H]
 1018 [kworker/11:1H]
 1022 /lib/systemd/systemd-timesyncd
 1113 [kworker/0:3]
 1144 /sbin/dhclient -1 -v -pf /run/dhclient.ens5.pid -lf /var/lib/dhcp/dhclient.ens5.leases -I -df /var/lib/dhcp/dhclient6.ens5.leases ens5
 1269 /sbin/iscsid
 1270 /sbin/iscsid
 1274 /usr/bin/lxcfs /var/lib/lxcfs/
 1278 /usr/sbin/rsyslogd -n
 1280 /usr/sbin/cron -f
 1282 /usr/lib/accountsservice/accounts-daemon
 1298 /lib/systemd/systemd-logind
 1303 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation
 1306 /usr/sbin/acpid
 1314 /usr/sbin/atd -f
 1324 /usr/lib/snapd/snapd
 1368 /usr/lib/policykit-1/polkitd --no-debug
 1376 /sbin/mdadm --monitor --pid-file /run/mdadm/monitor.pid --daemonise --scan --syslog
 1426 /usr/sbin/irqbalance --pid=/var/run/irqbalance.pid
 1436 /sbin/agetty --noclear tty1 linux
 1438 /sbin/agetty --keep-baud 115200 38400 9600 ttyS0 vt220
 1763 [kworker/3:3]
 1764 [kworker/4:2]
 1765 [kworker/2:2]
 2027 [kworker/5:3]
 2078 [kworker/7:2]
 2185 [kworker/10:2]
 2233 [kworker/12:2]
 2328 [kworker/4:3]
 2423 [kworker/14:3]
 2471 [kworker/10:3]
 2659 [kworker/8:2]
 2662 [jbd2/nvme1n1-8]
 2663 [ext4-rsv-conver]
 3616 [kworker/9:2]
 3806 /usr/sbin/chronyd
 4149 [kworker/11:2]
 4243 [kworker/7:3]
 4339 [kworker/13:2]
 4520 /usr/sbin/sshd -D
 4847 [kworker/1:0]
 4850 [kworker/3:0]
 4851 [kworker/3:2]
 4852 [kworker/2:1]
 4853 [kworker/7:0]
 4854 [kworker/u32:0]
 4922 sshd: ubuntu [priv]
 4924 [kworker/9:0]
 4925 /lib/systemd/systemd --user PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin NOTIFY_SOCKET=/run/systemd/notify HOME=/home/ubuntu LOGNAME=ubuntu USER=ubuntu SHELL=/bin/bash XDG_RUNTIME_DIR=/run/user/1000
 4927 (sd-pam)
 4960 sshd: ubuntu@notty
 4961 bash -c  ??ulimit -c unlimited; mkdir -p ${HOME}/logs; ??echo ">>> roachprod start: $(date)" >> ${HOME}/logs/roachprod.log; ??ps axeww -o pid -o command >> ${HOME}/logs/roachprod.log; ??[ -x /usr/bin/lslocks ] && /usr/bin/lslocks >> ${HOME}/logs/roachprod.log;  ??export ROACHPROD=6; ??GOTRACEBACK=crash COCKROACH_SKIP_ENABLING_DIAGNOSTIC_REPORTING=1 COCKROACH_DEV_LICENSE=crl-0-EJL04ukFGAEiI0NvY2tyb2FjaCBMYWJzIC0gUHJvZHVjdGlvbiBUZXN0aW5n COCKROACH_ENABLE_RPC_COMPRESSION=false \ ??./cockroach start --background --insecure --store=path=/mnt/data1/cockroach --log-dir=${HOME}/logs --cache=25% --max-sql-memory=25% --port=26257 --http-port=26258 --locality=cloud=aws,region=us-east-2,zone=us-east-2b --join=18.191.252.183:26257 --advertise-host=$(hostname -I | awk '{print $1}') >> ${HOME}/logs/cockroach.stdout.log \ ??                 2>> ${HOME}/logs/cockroach.stderr.log \ ???|| (x=$?; cat ${HOME}/logs/cockroach.stderr.log; exit $x) LANG=en_US.UTF-8 LC_ADDRESS=en_US.UTF-8 LC_IDENTIFICATION=en_US.UTF-8 LC_MEASUREMENT=en_US.UTF-8 LC_MONETARY=en_US.UTF-8 LC_NAME=en_US.UTF-8 LC_NUMERIC=en_US.UTF-8 LC_PAPER=en_US.UTF-8 LC_TELEPHONE=en_US.UTF-8 LC_TIME=en_US.UTF-8 USER=ubuntu LOGNAME=ubuntu HOME=/home/ubuntu PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games MAIL=/var/mail/ubuntu SHELL=/bin/bash SSH_CLIENT=149.248.186.137 41142 22 SSH_CONNECTION=149.248.186.137 41142 10.12.30.98 22 XDG_SESSION_ID=46 XDG_RUNTIME_DIR=/run/user/1000
 4965 ps axeww -o pid -o command LC_PAPER=en_US.UTF-8 XDG_SESSION_ID=46 LC_ADDRESS=en_US.UTF-8 LC_MONETARY=en_US.UTF-8 SHELL=/bin/bash SSH_CLIENT=149.248.186.137 41142 22 LC_NUMERIC=en_US.UTF-8 USER=ubuntu LC_TELEPHONE=en_US.UTF-8 MAIL=/var/mail/ubuntu PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games LC_IDENTIFICATION=en_US.UTF-8 PWD=/home/ubuntu LANG=en_US.UTF-8 LC_MEASUREMENT=en_US.UTF-8 SHLVL=1 HOME=/home/ubuntu LOGNAME=ubuntu SSH_CONNECTION=149.248.186.137 41142 10.12.30.98 22 XDG_RUNTIME_DIR=/run/user/1000 LC_TIME=en_US.UTF-8 LC_NAME=en_US.UTF-8 _=/bin/ps
COMMAND           PID  TYPE SIZE MODE  M START END PATH
cron             1280 FLOCK   0B WRITE 0     0   0 /run
iscsid           1270 POSIX   0B WRITE 0     0   0 /run
lvmetad           555 POSIX   0B WRITE 0     0   0 /run
lxcfs            1274 POSIX   0B WRITE 0     0   0 /run
atd              1314 POSIX   0B WRITE 0     0   0 /run
