>>> roachprod start: Thu Sep 10 20:53:07 UTC 2020
  PID COMMAND
  128 [bioset]
  129 [bioset]
  130 [bioset]
  131 [bioset]
  132 [bioset]
  133 [bioset]
  134 [bioset]
  135 [bioset]
  136 [bioset]
  137 [kworker/1:1]
  138 [bioset]
  139 [bioset]
  140 [bioset]
  141 [bioset]
  142 [bioset]
  143 [bioset]
  144 [bioset]
  145 [bioset]
  146 [bioset]
  147 [bioset]
  148 [kworker/2:1]
  152 [ipv6_addrconf]
  166 [deferwq]
  172 [kworker/6:1]
  204 [nvme]
  236 [ena]
  278 [kworker/9:1]
  283 [kworker/4:1]
  286 [bioset]
  288 [bioset]
  295 [bioset]
  296 [bioset]
  309 [kworker/7:1]
  310 [kworker/10:1]
  311 [kworker/11:1]
  312 [kworker/13:1]
  314 [kworker/15:1]
  373 [raid5wq]
  399 [bioset]
  423 [jbd2/nvme0n1p1-]
  424 [ext4-rsv-conver]
  475 [kworker/0:1H]
  483 /lib/systemd/systemd-journald
  490 [iscsi_eh]
  500 [ib_addr]
  507 [kworker/13:2]
  510 [ib_mcast]
  511 [ib_nl_sa_wq]
  517 [ib_cm]
  519 [iw_cm_wq]
  522 [rdma_cm]
  528 [kworker/0:2]
  530 [kauditd]
  554 /sbin/lvmetad -f
  578 /lib/systemd/systemd-udevd
  868 [kworker/4:1H]
  869 [kworker/5:1H]
  870 [kworker/6:1H]
  871 [kworker/7:1H]
  872 [kworker/12:1H]
  873 [kworker/13:1H]
  874 [kworker/14:1H]
  875 [kworker/15:1H]
  881 [kworker/3:1H]
  928 [kworker/2:1H]
  929 [kworker/8:1H]
  960 /lib/systemd/systemd-timesyncd
  984 [kworker/10:1H]
  991 [kworker/1:2]
 1079 [kworker/3:2]
 1110 /sbin/dhclient -1 -v -pf /run/dhclient.ens5.pid -lf /var/lib/dhcp/dhclient.ens5.leases -I -df /var/lib/dhcp/dhclient6.ens5.leases ens5
 1165 [kworker/9:1H]
 1170 [kworker/11:1H]
 1172 [kworker/1:1H]
 1266 /sbin/iscsid
 1267 /sbin/iscsid
 1271 /usr/bin/lxcfs /var/lib/lxcfs/
 1276 /usr/lib/accountsservice/accounts-daemon
 1281 /usr/sbin/atd -f
 1287 /usr/sbin/acpid
 1289 /usr/sbin/cron -f
 1295 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation
 1298 /usr/lib/snapd/snapd
 1308 /lib/systemd/systemd-logind
 1329 /usr/sbin/rsyslogd -n
 1385 /sbin/mdadm --monitor --pid-file /run/mdadm/monitor.pid --daemonise --scan --syslog
 1390 /usr/lib/policykit-1/polkitd --no-debug
 1455 /usr/sbin/irqbalance --pid=/var/run/irqbalance.pid
 1458 /sbin/agetty --keep-baud 115200 38400 9600 ttyS0 vt220
 1460 /sbin/agetty --noclear tty1 linux
 1757 [kworker/5:2]
 1898 [kworker/11:2]
 2021 [kworker/7:3]
 2074 [kworker/6:2]
 2323 [kworker/2:3]
 2417 [kworker/4:3]
 2465 [kworker/8:2]
 2703 [jbd2/nvme1n1-8]
 2704 [ext4-rsv-conver]
 3016 [kworker/0:3]
 3569 [kworker/12:3]
 3659 [kworker/10:3]
 3845 /usr/sbin/chronyd
 3943 [kworker/8:3]
 4188 [kworker/5:3]
 4236 [kworker/14:3]
 4558 /usr/sbin/sshd -D
 4887 [kworker/0:0]
 4890 [kworker/1:0]
 4891 [kworker/4:0]
 4892 [kworker/4:2]
 4893 [kworker/u32:2]
 4957 sshd: ubuntu [priv]
 4962 [kworker/2:0]
 4965 /lib/systemd/systemd --user PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin NOTIFY_SOCKET=/run/systemd/notify HOME=/home/ubuntu LOGNAME=ubuntu USER=ubuntu SHELL=/bin/bash XDG_RUNTIME_DIR=/run/user/1000
 4967 (sd-pam)
 4968 [kworker/12:1]
 5001 sshd: ubuntu@notty
 5002 bash -c  ??ulimit -c unlimited; mkdir -p ${HOME}/logs; ??echo ">>> roachprod start: $(date)" >> ${HOME}/logs/roachprod.log; ??ps axeww -o pid -o command >> ${HOME}/logs/roachprod.log; ??[ -x /usr/bin/lslocks ] && /usr/bin/lslocks >> ${HOME}/logs/roachprod.log;  ??export ROACHPROD=7; ??GOTRACEBACK=crash COCKROACH_SKIP_ENABLING_DIAGNOSTIC_REPORTING=1 COCKROACH_DEV_LICENSE=crl-0-EJL04ukFGAEiI0NvY2tyb2FjaCBMYWJzIC0gUHJvZHVjdGlvbiBUZXN0aW5n COCKROACH_ENABLE_RPC_COMPRESSION=false \ ??./cockroach start --background --insecure --store=path=/mnt/data1/cockroach --log-dir=${HOME}/logs --cache=25% --max-sql-memory=25% --port=26257 --http-port=26258 --locality=cloud=aws,region=us-east-2,zone=us-east-2b --join=18.191.252.183:26257 --advertise-host=$(hostname -I | awk '{print $1}') >> ${HOME}/logs/cockroach.stdout.log \ ??                 2>> ${HOME}/logs/cockroach.stderr.log \ ???|| (x=$?; cat ${HOME}/logs/cockroach.stderr.log; exit $x) LANG=en_US.UTF-8 LC_ADDRESS=en_US.UTF-8 LC_IDENTIFICATION=en_US.UTF-8 LC_MEASUREMENT=en_US.UTF-8 LC_MONETARY=en_US.UTF-8 LC_NAME=en_US.UTF-8 LC_NUMERIC=en_US.UTF-8 LC_PAPER=en_US.UTF-8 LC_TELEPHONE=en_US.UTF-8 LC_TIME=en_US.UTF-8 USER=ubuntu LOGNAME=ubuntu HOME=/home/ubuntu PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games MAIL=/var/mail/ubuntu SHELL=/bin/bash SSH_CLIENT=149.248.186.137 48640 22 SSH_CONNECTION=149.248.186.137 48640 10.12.31.95 22 XDG_SESSION_ID=47 XDG_RUNTIME_DIR=/run/user/1000
 5006 ps axeww -o pid -o command LC_PAPER=en_US.UTF-8 XDG_SESSION_ID=47 LC_ADDRESS=en_US.UTF-8 LC_MONETARY=en_US.UTF-8 SHELL=/bin/bash SSH_CLIENT=149.248.186.137 48640 22 LC_NUMERIC=en_US.UTF-8 USER=ubuntu LC_TELEPHONE=en_US.UTF-8 MAIL=/var/mail/ubuntu PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games LC_IDENTIFICATION=en_US.UTF-8 PWD=/home/ubuntu LANG=en_US.UTF-8 LC_MEASUREMENT=en_US.UTF-8 SHLVL=1 HOME=/home/ubuntu LOGNAME=ubuntu SSH_CONNECTION=149.248.186.137 48640 10.12.31.95 22 XDG_RUNTIME_DIR=/run/user/1000 LC_TIME=en_US.UTF-8 LC_NAME=en_US.UTF-8 _=/bin/ps
COMMAND           PID  TYPE SIZE MODE  M START END PATH
iscsid           1267 POSIX   0B WRITE 0     0   0 /run
lvmetad           554 POSIX   0B WRITE 0     0   0 /run
lxcfs            1271 POSIX   0B WRITE 0     0   0 /run
atd              1281 POSIX   0B WRITE 0     0   0 /run
cron             1289 FLOCK   0B WRITE 0     0   0 /run
