>>> roachprod start: Thu Sep 10 20:53:05 UTC 2020
  PID COMMAND
  127 [bioset]
  128 [bioset]
  129 [bioset]
  130 [bioset]
  131 [bioset]
  132 [bioset]
  133 [bioset]
  134 [bioset]
  135 [bioset]
  136 [bioset]
  137 [bioset]
  138 [bioset]
  140 [bioset]
  141 [bioset]
  142 [bioset]
  143 [bioset]
  144 [bioset]
  145 [bioset]
  146 [bioset]
  147 [bioset]
  148 [bioset]
  149 [bioset]
  153 [ipv6_addrconf]
  154 [kworker/5:1]
  167 [deferwq]
  189 [kworker/3:2]
  206 [nvme]
  238 [ena]
  285 [kworker/9:1]
  287 [bioset]
  289 [bioset]
  290 [kworker/15:1]
  292 [kworker/1:1]
  297 [bioset]
  298 [bioset]
  311 [kworker/8:1]
  312 [kworker/13:1]
  313 [kworker/12:1]
  314 [kworker/14:1]
  373 [raid5wq]
  399 [bioset]
  422 [jbd2/nvme0n1p1-]
  423 [ext4-rsv-conver]
  484 /lib/systemd/systemd-journald
  503 [iscsi_eh]
  520 [kauditd]
  523 [ib_addr]
  525 [ib_mcast]
  526 [ib_nl_sa_wq]
  527 [ib_cm]
  528 [iw_cm_wq]
  529 [rdma_cm]
  543 /sbin/lvmetad -f
  578 /lib/systemd/systemd-udevd
  580 [kworker/9:2]
  834 [kworker/1:1H]
  835 [kworker/0:1H]
  895 [kworker/2:1H]
  896 [kworker/3:1H]
  897 [kworker/8:1H]
  898 [kworker/9:1H]
  899 [kworker/10:1H]
  900 [kworker/11:1H]
  969 /lib/systemd/systemd-timesyncd
  992 [kworker/4:1H]
  993 [kworker/5:1H]
  994 [kworker/6:1H]
  995 [kworker/7:1H]
 1068 [kworker/7:2]
 1081 [kworker/0:3]
 1112 /sbin/dhclient -1 -v -pf /run/dhclient.ens5.pid -lf /var/lib/dhcp/dhclient.ens5.leases -I -df /var/lib/dhcp/dhclient6.ens5.leases ens5
 1180 [kworker/13:1H]
 1182 [kworker/15:1H]
 1183 [kworker/12:1H]
 1184 [kworker/14:1H]
 1277 /sbin/iscsid
 1278 /sbin/iscsid
 1282 [kworker/2:2]
 1286 /usr/sbin/atd -f
 1292 /lib/systemd/systemd-logind
 1298 /usr/lib/accountsservice/accounts-daemon
 1303 /usr/bin/lxcfs /var/lib/lxcfs/
 1305 /usr/sbin/acpid
 1307 /usr/sbin/cron -f
 1319 /usr/sbin/rsyslogd -n
 1322 /usr/lib/snapd/snapd
 1324 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation
 1378 /sbin/mdadm --monitor --pid-file /run/mdadm/monitor.pid --daemonise --scan --syslog
 1430 /sbin/agetty --keep-baud 115200 38400 9600 ttyS0 vt220
 1435 /sbin/agetty --noclear tty1 linux
 1437 /usr/lib/policykit-1/polkitd --no-debug
 1446 /usr/sbin/irqbalance --pid=/var/run/irqbalance.pid
 1470 [kworker/5:2]
 1804 [kworker/1:3]
 1805 [kworker/2:3]
 2023 [kworker/7:3]
 2073 [kworker/10:2]
 2124 [kworker/6:3]
 2652 [kworker/4:3]
 2699 [kworker/15:2]
 2702 [jbd2/nvme1n1-8]
 2703 [ext4-rsv-conver]
 3854 [kworker/12:2]
 3888 /usr/sbin/chronyd
 4090 [kworker/10:3]
 4278 [kworker/3:3]
 4513 [kworker/13:2]
 4600 /usr/sbin/sshd -D
 4890 [kworker/2:0]
 4933 [kworker/u32:2]
 4935 [kworker/8:2]
 4936 [kworker/2:1]
 5000 sshd: ubuntu [priv]
 5005 [kworker/7:0]
 5008 [kworker/0:1]
 5009 [kworker/6:1]
 5010 [kworker/4:0]
 5011 [kworker/1:0]
 5012 /lib/systemd/systemd --user PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin NOTIFY_SOCKET=/run/systemd/notify HOME=/home/ubuntu LOGNAME=ubuntu USER=ubuntu SHELL=/bin/bash XDG_RUNTIME_DIR=/run/user/1000
 5014 (sd-pam)
 5047 sshd: ubuntu@notty
 5048 bash -c  ??ulimit -c unlimited; mkdir -p ${HOME}/logs; ??echo ">>> roachprod start: $(date)" >> ${HOME}/logs/roachprod.log; ??ps axeww -o pid -o command >> ${HOME}/logs/roachprod.log; ??[ -x /usr/bin/lslocks ] && /usr/bin/lslocks >> ${HOME}/logs/roachprod.log;  ??export ROACHPROD=5; ??GOTRACEBACK=crash COCKROACH_SKIP_ENABLING_DIAGNOSTIC_REPORTING=1 COCKROACH_DEV_LICENSE=crl-0-EJL04ukFGAEiI0NvY2tyb2FjaCBMYWJzIC0gUHJvZHVjdGlvbiBUZXN0aW5n COCKROACH_ENABLE_RPC_COMPRESSION=false \ ??./cockroach start --background --insecure --store=path=/mnt/data1/cockroach --log-dir=${HOME}/logs --cache=25% --max-sql-memory=25% --port=26257 --http-port=26258 --locality=cloud=aws,region=us-east-2,zone=us-east-2b --join=18.191.252.183:26257 --advertise-host=$(hostname -I | awk '{print $1}') >> ${HOME}/logs/cockroach.stdout.log \ ??                 2>> ${HOME}/logs/cockroach.stderr.log \ ???|| (x=$?; cat ${HOME}/logs/cockroach.stderr.log; exit $x) LANG=en_US.UTF-8 LC_ADDRESS=en_US.UTF-8 LC_IDENTIFICATION=en_US.UTF-8 LC_MEASUREMENT=en_US.UTF-8 LC_MONETARY=en_US.UTF-8 LC_NAME=en_US.UTF-8 LC_NUMERIC=en_US.UTF-8 LC_PAPER=en_US.UTF-8 LC_TELEPHONE=en_US.UTF-8 LC_TIME=en_US.UTF-8 USER=ubuntu LOGNAME=ubuntu HOME=/home/ubuntu PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games MAIL=/var/mail/ubuntu SHELL=/bin/bash SSH_CLIENT=149.248.186.137 46016 22 SSH_CONNECTION=149.248.186.137 46016 10.12.21.128 22 XDG_SESSION_ID=48 XDG_RUNTIME_DIR=/run/user/1000
 5052 ps axeww -o pid -o command LC_PAPER=en_US.UTF-8 XDG_SESSION_ID=48 LC_ADDRESS=en_US.UTF-8 LC_MONETARY=en_US.UTF-8 SHELL=/bin/bash SSH_CLIENT=149.248.186.137 46016 22 LC_NUMERIC=en_US.UTF-8 USER=ubuntu LC_TELEPHONE=en_US.UTF-8 MAIL=/var/mail/ubuntu PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games LC_IDENTIFICATION=en_US.UTF-8 PWD=/home/ubuntu LANG=en_US.UTF-8 LC_MEASUREMENT=en_US.UTF-8 SHLVL=1 HOME=/home/ubuntu LOGNAME=ubuntu SSH_CONNECTION=149.248.186.137 46016 10.12.21.128 22 XDG_RUNTIME_DIR=/run/user/1000 LC_TIME=en_US.UTF-8 LC_NAME=en_US.UTF-8 _=/bin/ps
COMMAND           PID  TYPE SIZE MODE  M START END PATH
iscsid           1278 POSIX   0B WRITE 0     0   0 /run
cron             1307 FLOCK   0B WRITE 0     0   0 /run
lvmetad           543 POSIX   0B WRITE 0     0   0 /run
atd              1286 POSIX   0B WRITE 0     0   0 /run
lxcfs            1303 POSIX   0B WRITE 0     0   0 /run
