>>> roachprod start: Thu Sep 10 20:53:01 UTC 2020
  PID COMMAND
  132 [bioset]
  133 [bioset]
  134 [bioset]
  135 [bioset]
  136 [bioset]
  137 [bioset]
  138 [bioset]
  139 [bioset]
  140 [bioset]
  141 [bioset]
  142 [bioset]
  143 [bioset]
  144 [bioset]
  145 [bioset]
  146 [bioset]
  147 [bioset]
  148 [bioset]
  152 [ipv6_addrconf]
  153 [kworker/12:1]
  166 [deferwq]
  204 [nvme]
  236 [ena]
  283 [kworker/11:1]
  284 [kworker/6:1]
  285 [bioset]
  287 [bioset]
  290 [kworker/15:1]
  295 [bioset]
  296 [bioset]
  309 [kworker/5:1]
  310 [kworker/7:1]
  311 [kworker/9:1]
  313 [kworker/13:1]
  314 [kworker/14:1]
  373 [raid5wq]
  399 [bioset]
  422 [jbd2/nvme0n1p1-]
  423 [ext4-rsv-conver]
  483 [kworker/14:2]
  513 /lib/systemd/systemd-journald
  518 [iscsi_eh]
  520 [kworker/0:2]
  522 [kauditd]
  546 /sbin/lvmetad -f
  556 [kworker/1:2]
  563 /lib/systemd/systemd-udevd
  802 [ib_addr]
  803 [ib_mcast]
  804 [ib_nl_sa_wq]
  805 [ib_cm]
  806 [iw_cm_wq]
  807 [rdma_cm]
  814 [kworker/1:1H]
  815 [kworker/0:1H]
  868 [kworker/2:1H]
  869 [kworker/3:1H]
  870 [kworker/8:1H]
  871 [kworker/9:1H]
  872 [kworker/10:1H]
  873 [kworker/11:1H]
  881 [kworker/10:2]
  899 [kworker/4:1H]
  900 [kworker/6:1H]
  901 [kworker/12:1H]
  902 [kworker/14:1H]
  961 /lib/systemd/systemd-timesyncd
  994 [kworker/3:2]
 1077 [kworker/0:3]
 1108 /sbin/dhclient -1 -v -pf /run/dhclient.ens5.pid -lf /var/lib/dhcp/dhclient.ens5.leases -I -df /var/lib/dhcp/dhclient6.ens5.leases ens5
 1174 [kworker/5:1H]
 1177 [kworker/7:1H]
 1219 [kworker/13:1H]
 1223 [kworker/15:1H]
 1237 /sbin/iscsid
 1238 /sbin/iscsid
 1240 /usr/lib/accountsservice/accounts-daemon
 1258 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation
 1282 /lib/systemd/systemd-logind
 1297 /usr/bin/lxcfs /var/lib/lxcfs/
 1303 /usr/lib/snapd/snapd
 1305 /usr/sbin/rsyslogd -n
 1314 /usr/sbin/cron -f
 1320 /usr/sbin/atd -f
 1326 /usr/sbin/acpid
 1337 /usr/lib/policykit-1/polkitd --no-debug
 1340 /sbin/mdadm --monitor --pid-file /run/mdadm/monitor.pid --daemonise --scan --syslog
 1391 /usr/sbin/irqbalance --pid=/var/run/irqbalance.pid
 1407 /sbin/agetty --keep-baud 115200 38400 9600 ttyS0 vt220
 1409 /sbin/agetty --noclear tty1 linux
 1726 [kworker/1:3]
 1773 [kworker/2:3]
 1896 [kworker/7:2]
 1946 [kworker/15:2]
 1997 [kworker/12:2]
 2056 [kworker/3:3]
 2057 [kworker/11:2]
 2385 [kworker/10:3]
 2433 [kworker/6:3]
 2528 [kworker/5:3]
 2529 [kworker/8:2]
 2579 [jbd2/nvme1n1-8]
 2580 [ext4-rsv-conver]
 3738 /usr/sbin/chronyd
 4152 [kworker/9:2]
 4426 /usr/sbin/sshd -D
 4590 [kworker/4:3]
 4722 [kworker/3:0]
 4766 [kworker/7:0]
 4767 [kworker/1:0]
 4768 [kworker/u32:2]
 4836 [kworker/2:0]
 4839 sshd: ubuntu [priv]
 4841 /lib/systemd/systemd --user PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin NOTIFY_SOCKET=/run/systemd/notify HOME=/home/ubuntu LOGNAME=ubuntu USER=ubuntu SHELL=/bin/bash XDG_RUNTIME_DIR=/run/user/1000
 4844 (sd-pam)
 4846 [kworker/5:0]
 4879 sshd: ubuntu@notty
 4880 bash -c  ??ulimit -c unlimited; mkdir -p ${HOME}/logs; ??echo ">>> roachprod start: $(date)" >> ${HOME}/logs/roachprod.log; ??ps axeww -o pid -o command >> ${HOME}/logs/roachprod.log; ??[ -x /usr/bin/lslocks ] && /usr/bin/lslocks >> ${HOME}/logs/roachprod.log;  ??export ROACHPROD=2; ??GOTRACEBACK=crash COCKROACH_SKIP_ENABLING_DIAGNOSTIC_REPORTING=1 COCKROACH_DEV_LICENSE=crl-0-EJL04ukFGAEiI0NvY2tyb2FjaCBMYWJzIC0gUHJvZHVjdGlvbiBUZXN0aW5n COCKROACH_ENABLE_RPC_COMPRESSION=false \ ??./cockroach start --background --insecure --store=path=/mnt/data1/cockroach --log-dir=${HOME}/logs --cache=25% --max-sql-memory=25% --port=26257 --http-port=26258 --locality=cloud=aws,region=us-east-2,zone=us-east-2b --join=18.191.252.183:26257 --advertise-host=$(hostname -I | awk '{print $1}') >> ${HOME}/logs/cockroach.stdout.log \ ??                 2>> ${HOME}/logs/cockroach.stderr.log \ ???|| (x=$?; cat ${HOME}/logs/cockroach.stderr.log; exit $x) LANG=en_US.UTF-8 LC_ADDRESS=en_US.UTF-8 LC_IDENTIFICATION=en_US.UTF-8 LC_MEASUREMENT=en_US.UTF-8 LC_MONETARY=en_US.UTF-8 LC_NAME=en_US.UTF-8 LC_NUMERIC=en_US.UTF-8 LC_PAPER=en_US.UTF-8 LC_TELEPHONE=en_US.UTF-8 LC_TIME=en_US.UTF-8 USER=ubuntu LOGNAME=ubuntu HOME=/home/ubuntu PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games MAIL=/var/mail/ubuntu SHELL=/bin/bash SSH_CLIENT=149.248.186.137 47482 22 SSH_CONNECTION=149.248.186.137 47482 10.12.17.162 22 XDG_SESSION_ID=45 XDG_RUNTIME_DIR=/run/user/1000
 4884 ps axeww -o pid -o command LC_PAPER=en_US.UTF-8 XDG_SESSION_ID=45 LC_ADDRESS=en_US.UTF-8 LC_MONETARY=en_US.UTF-8 SHELL=/bin/bash SSH_CLIENT=149.248.186.137 47482 22 LC_NUMERIC=en_US.UTF-8 USER=ubuntu LC_TELEPHONE=en_US.UTF-8 MAIL=/var/mail/ubuntu PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games LC_IDENTIFICATION=en_US.UTF-8 PWD=/home/ubuntu LANG=en_US.UTF-8 LC_MEASUREMENT=en_US.UTF-8 SHLVL=1 HOME=/home/ubuntu LOGNAME=ubuntu SSH_CONNECTION=149.248.186.137 47482 10.12.17.162 22 XDG_RUNTIME_DIR=/run/user/1000 LC_TIME=en_US.UTF-8 LC_NAME=en_US.UTF-8 _=/bin/ps
COMMAND           PID  TYPE SIZE MODE  M START END PATH
iscsid           1238 POSIX   0B WRITE 0     0   0 /run
lxcfs            1297 POSIX   0B WRITE 0     0   0 /run
cron             1314 FLOCK   0B WRITE 0     0   0 /run
atd              1320 POSIX   0B WRITE 0     0   0 /run
lvmetad           546 POSIX   0B WRITE 0     0   0 /run
