>>> roachprod start: Thu Sep 10 20:53:02 UTC 2020
  PID COMMAND
  133 [bioset]
  134 [bioset]
  135 [bioset]
  136 [bioset]
  138 [bioset]
  139 [bioset]
  140 [bioset]
  141 [bioset]
  142 [bioset]
  143 [bioset]
  144 [bioset]
  145 [bioset]
  146 [bioset]
  147 [bioset]
  151 [ipv6_addrconf]
  152 [kworker/1:1]
  165 [deferwq]
  177 [kworker/14:1]
  203 [nvme]
  235 [ena]
  261 [kworker/4:1]
  281 [kworker/15:1]
  284 [kworker/9:1]
  285 [bioset]
  286 [kworker/u32:3]
  287 [bioset]
  289 [kworker/10:1]
  295 [bioset]
  296 [bioset]
  304 [kworker/11:1]
  305 [kworker/12:1]
  306 [kworker/13:1]
  372 [raid5wq]
  398 [bioset]
  421 [jbd2/nvme0n1p1-]
  422 [ext4-rsv-conver]
  488 [kworker/5:2]
  501 /lib/systemd/systemd-journald
  503 [iscsi_eh]
  512 [ib_addr]
  517 [ib_mcast]
  518 [ib_nl_sa_wq]
  520 [ib_cm]
  521 [iw_cm_wq]
  522 [rdma_cm]
  526 [kauditd]
  550 /sbin/lvmetad -f
  551 [kworker/0:2]
  578 /lib/systemd/systemd-udevd
  640 [kworker/2:2]
  876 [kworker/9:2]
  883 [kworker/0:1H]
  884 [kworker/1:1H]
  885 [kworker/2:1H]
  886 [kworker/3:1H]
  887 [kworker/8:1H]
  888 [kworker/9:1H]
  889 [kworker/10:1H]
  890 [kworker/11:1H]
  992 [kworker/4:1H]
  994 [kworker/5:1H]
  995 [kworker/6:1H]
  996 [kworker/7:1H]
 1002 [kworker/13:1H]
 1003 [kworker/12:1H]
 1004 [kworker/14:1H]
 1005 [kworker/15:1H]
 1021 /lib/systemd/systemd-timesyncd
 1143 /sbin/dhclient -1 -v -pf /run/dhclient.ens5.pid -lf /var/lib/dhcp/dhclient.ens5.leases -I -df /var/lib/dhcp/dhclient6.ens5.leases ens5
 1268 /sbin/iscsid
 1269 /sbin/iscsid
 1273 /usr/sbin/cron -f
 1295 /usr/sbin/rsyslogd -n
 1309 /usr/sbin/atd -f
 1327 /usr/bin/lxcfs /var/lib/lxcfs/
 1329 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation
 1332 /lib/systemd/systemd-logind
 1337 /usr/sbin/acpid
 1340 /usr/lib/accountsservice/accounts-daemon
 1357 /usr/lib/snapd/snapd
 1382 /sbin/mdadm --monitor --pid-file /run/mdadm/monitor.pid --daemonise --scan --syslog
 1385 /usr/lib/policykit-1/polkitd --no-debug
 1422 /usr/sbin/irqbalance --pid=/var/run/irqbalance.pid
 1437 /sbin/agetty --keep-baud 115200 38400 9600 ttyS0 vt220
 1439 /sbin/agetty --noclear tty1 linux
 1443 [kworker/4:2]
 1800 [kworker/6:2]
 1939 [kworker/11:2]
 2014 [kworker/13:2]
 2070 [kworker/8:2]
 2119 [kworker/7:3]
 2264 [kworker/5:3]
 2401 [kworker/8:3]
 2402 [kworker/12:2]
 2412 [kworker/10:2]
 2541 [kworker/3:3]
 2633 [kworker/6:3]
 2682 [jbd2/nvme1n1-8]
 2683 [ext4-rsv-conver]
 3816 /usr/sbin/chronyd
 4013 [kworker/1:3]
 4426 [kworker/2:3]
 4427 [kworker/15:2]
 4505 /usr/sbin/sshd -D
 4630 [kworker/0:3]
 4836 [kworker/1:0]
 4845 [kworker/13:0]
 4854 [kworker/6:0]
 4953 [kworker/2:0]
 4954 [kworker/5:0]
 4960 [kworker/5:1]
 4961 [kworker/6:1]
 5027 sshd: ubuntu [priv]
 5034 [kworker/1:2]
 5035 [kworker/11:0]
 5036 /lib/systemd/systemd --user PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin NOTIFY_SOCKET=/run/systemd/notify HOME=/home/ubuntu LOGNAME=ubuntu USER=ubuntu SHELL=/bin/bash XDG_RUNTIME_DIR=/run/user/1000
 5038 (sd-pam)
 5071 sshd: ubuntu@notty
 5072 bash -c  ??ulimit -c unlimited; mkdir -p ${HOME}/logs; ??echo ">>> roachprod start: $(date)" >> ${HOME}/logs/roachprod.log; ??ps axeww -o pid -o command >> ${HOME}/logs/roachprod.log; ??[ -x /usr/bin/lslocks ] && /usr/bin/lslocks >> ${HOME}/logs/roachprod.log;  ??export ROACHPROD=3; ??GOTRACEBACK=crash COCKROACH_SKIP_ENABLING_DIAGNOSTIC_REPORTING=1 COCKROACH_DEV_LICENSE=crl-0-EJL04ukFGAEiI0NvY2tyb2FjaCBMYWJzIC0gUHJvZHVjdGlvbiBUZXN0aW5n COCKROACH_ENABLE_RPC_COMPRESSION=false \ ??./cockroach start --background --insecure --store=path=/mnt/data1/cockroach --log-dir=${HOME}/logs --cache=25% --max-sql-memory=25% --port=26257 --http-port=26258 --locality=cloud=aws,region=us-east-2,zone=us-east-2b --join=18.191.252.183:26257 --advertise-host=$(hostname -I | awk '{print $1}') >> ${HOME}/logs/cockroach.stdout.log \ ??                 2>> ${HOME}/logs/cockroach.stderr.log \ ???|| (x=$?; cat ${HOME}/logs/cockroach.stderr.log; exit $x) LANG=en_US.UTF-8 LC_ADDRESS=en_US.UTF-8 LC_IDENTIFICATION=en_US.UTF-8 LC_MEASUREMENT=en_US.UTF-8 LC_MONETARY=en_US.UTF-8 LC_NAME=en_US.UTF-8 LC_NUMERIC=en_US.UTF-8 LC_PAPER=en_US.UTF-8 LC_TELEPHONE=en_US.UTF-8 LC_TIME=en_US.UTF-8 USER=ubuntu LOGNAME=ubuntu HOME=/home/ubuntu PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games MAIL=/var/mail/ubuntu SHELL=/bin/bash SSH_CLIENT=149.248.186.137 39442 22 SSH_CONNECTION=149.248.186.137 39442 10.12.24.233 22 XDG_SESSION_ID=50 XDG_RUNTIME_DIR=/run/user/1000
 5076 ps axeww -o pid -o command LC_PAPER=en_US.UTF-8 XDG_SESSION_ID=50 LC_ADDRESS=en_US.UTF-8 LC_MONETARY=en_US.UTF-8 SHELL=/bin/bash SSH_CLIENT=149.248.186.137 39442 22 LC_NUMERIC=en_US.UTF-8 USER=ubuntu LC_TELEPHONE=en_US.UTF-8 MAIL=/var/mail/ubuntu PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games LC_IDENTIFICATION=en_US.UTF-8 PWD=/home/ubuntu LANG=en_US.UTF-8 LC_MEASUREMENT=en_US.UTF-8 SHLVL=1 HOME=/home/ubuntu LOGNAME=ubuntu SSH_CONNECTION=149.248.186.137 39442 10.12.24.233 22 XDG_RUNTIME_DIR=/run/user/1000 LC_TIME=en_US.UTF-8 LC_NAME=en_US.UTF-8 _=/bin/ps
COMMAND           PID  TYPE SIZE MODE  M START END PATH
iscsid           1269 POSIX   0B WRITE 0     0   0 /run
lvmetad           550 POSIX   0B WRITE 0     0   0 /run
cron             1273 FLOCK   0B WRITE 0     0   0 /run
atd              1309 POSIX   0B WRITE 0     0   0 /run
lxcfs            1327 POSIX   0B WRITE 0     0   0 /run
