>>> roachprod start: Fri Sep 11 19:45:32 UTC 2020
  PID COMMAND
   98 [md]
   99 [devfreq_wq]
  100 [kworker/u32:1]
  101 [kworker/0:1]
  103 [kswapd0]
  104 [vmstat]
  105 [fsnotify_mark]
  106 [ecryptfs-kthrea]
  122 [kthrotld]
  123 [bioset]
  124 [bioset]
  125 [bioset]
  126 [bioset]
  127 [bioset]
  128 [bioset]
  129 [bioset]
  130 [bioset]
  131 [bioset]
  132 [bioset]
  133 [bioset]
  134 [bioset]
  135 [bioset]
  136 [bioset]
  137 [kworker/2:1]
  138 [bioset]
  139 [bioset]
  140 [bioset]
  141 [bioset]
  142 [bioset]
  143 [bioset]
  144 [bioset]
  145 [bioset]
  146 [bioset]
  147 [bioset]
  151 [ipv6_addrconf]
  152 [kworker/3:1]
  165 [deferwq]
  174 [kworker/6:1]
  203 [nvme]
  204 [kworker/u32:2]
  226 [ena]
  261 [kworker/11:1]
  281 [kworker/8:1]
  282 [kworker/15:1]
  283 [kworker/7:1]
  284 [bioset]
  285 [kworker/u32:3]
  286 [bioset]
  288 [kworker/14:1]
  290 [kworker/10:1]
  291 [kworker/12:1]
  292 [kworker/2:2]
  296 [bioset]
  297 [bioset]
  303 [kworker/1:1]
  304 [kworker/4:1]
  305 [kworker/5:1]
  306 [kworker/9:1]
  307 [kworker/13:1]
  373 [raid5wq]
  399 [bioset]
  422 [jbd2/nvme0n1p1-]
  423 [ext4-rsv-conver]
  483 [kworker/4:2]
  504 /lib/systemd/systemd-journald
  519 [kworker/0:2]
  521 [iscsi_eh]
  522 [kauditd]
  526 [ib_addr]
  534 [ib_mcast]
  535 [ib_nl_sa_wq]
  536 [ib_cm]
  539 [iw_cm_wq]
  541 [rdma_cm]
  558 /sbin/lvmetad -f
  578 /lib/systemd/systemd-udevd
  885 [kworker/0:1H]
  886 [kworker/4:1H]
  887 [kworker/5:1H]
  888 [kworker/6:1H]
  889 [kworker/7:1H]
  890 [kworker/12:1H]
  891 [kworker/13:1H]
  892 [kworker/14:1H]
  893 [kworker/15:1H]
  901 [kworker/9:2]
  910 [kworker/1:1H]
  974 /lib/systemd/systemd-timesyncd
 1017 [kworker/2:1H]
 1018 [kworker/8:1H]
 1019 [kworker/9:1H]
 1020 [kworker/10:1H]
 1021 [kworker/11:1H]
 1022 [kworker/3:1H]
 1112 [kworker/3:2]
 1143 /sbin/dhclient -1 -v -pf /run/dhclient.ens5.pid -lf /var/lib/dhcp/dhclient.ens5.leases -I -df /var/lib/dhcp/dhclient6.ens5.leases ens5
 1268 /sbin/iscsid
 1269 /sbin/iscsid
 1273 [kworker/6:2]
 1283 /usr/sbin/atd -f
 1291 /usr/sbin/cron -f
 1297 /usr/sbin/rsyslogd -n
 1302 /lib/systemd/systemd-logind
 1306 /usr/lib/accountsservice/accounts-daemon
 1318 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation
 1334 /usr/sbin/acpid
 1339 /usr/bin/lxcfs /var/lib/lxcfs/
 1341 /usr/lib/snapd/snapd
 1380 /sbin/mdadm --monitor --pid-file /run/mdadm/monitor.pid --daemonise --scan --syslog
 1381 /usr/lib/policykit-1/polkitd --no-debug
 1383 [kworker/1:2]
 1432 /usr/sbin/irqbalance --pid=/var/run/irqbalance.pid
 1440 /sbin/agetty --noclear tty1 linux
 1443 /sbin/agetty --keep-baud 115200 38400 9600 ttyS0 vt220
 1801 [kworker/5:2]
 1802 [kworker/5:3]
 1849 [kworker/13:2]
 1896 [kworker/7:2]
 1958 [kworker/11:2]
 2019 [kworker/15:2]
 2020 [kworker/1:3]
 2128 [kworker/7:3]
 2175 [kworker/0:3]
 2263 [kworker/8:2]
 2268 [kworker/10:2]
 2635 [kworker/3:3]
 2640 [jbd2/nvme1n1-8]
 2641 [ext4-rsv-conver]
 3292 [kworker/14:2]
 3775 /usr/sbin/chronyd
 3972 [kworker/10:3]
 4111 [kworker/2:3]
 4453 [kworker/12:2]
 4462 [kworker/12:3]
 4473 /usr/sbin/sshd -D
 4541 [kworker/9:3]
 4914 sshd: ubuntu [priv]
 4921 /lib/systemd/systemd --user PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin NOTIFY_SOCKET=/run/systemd/notify HOME=/home/ubuntu LOGNAME=ubuntu USER=ubuntu SHELL=/bin/bash XDG_RUNTIME_DIR=/run/user/1000
 4924 (sd-pam)
 4956 sshd: ubuntu@notty
 4957 bash -c  ??ulimit -c unlimited; mkdir -p ${HOME}/logs; ??echo ">>> roachprod start: $(date)" >> ${HOME}/logs/roachprod.log; ??ps axeww -o pid -o command >> ${HOME}/logs/roachprod.log; ??[ -x /usr/bin/lslocks ] && /usr/bin/lslocks >> ${HOME}/logs/roachprod.log;  ??export ROACHPROD=1; ??GOTRACEBACK=crash COCKROACH_SKIP_ENABLING_DIAGNOSTIC_REPORTING=1 COCKROACH_DEV_LICENSE=crl-0-EJL04ukFGAEiI0NvY2tyb2FjaCBMYWJzIC0gUHJvZHVjdGlvbiBUZXN0aW5n COCKROACH_ENABLE_RPC_COMPRESSION=false \ ??./cockroach start --background --insecure --store=path=/mnt/data1/cockroach --log-dir=${HOME}/logs --cache=25% --max-sql-memory=25% --port=26257 --http-port=26258 --locality=cloud=aws,region=us-east-2,zone=us-east-2b,rack=0 --join=3.12.104.196:26257 --advertise-host=$(hostname -I | awk '{print $1}') --cache=0.25 --max-sql-memory=0.4 >> ${HOME}/logs/cockroach.stdout.log \ ??                 2>> ${HOME}/logs/cockroach.stderr.log \ ???|| (x=$?; cat ${HOME}/logs/cockroach.stderr.log; exit $x) LANG=en_US.UTF-8 LC_ADDRESS=en_US.UTF-8 LC_IDENTIFICATION=en_US.UTF-8 LC_MEASUREMENT=en_US.UTF-8 LC_MONETARY=en_US.UTF-8 LC_NAME=en_US.UTF-8 LC_NUMERIC=en_US.UTF-8 LC_PAPER=en_US.UTF-8 LC_TELEPHONE=en_US.UTF-8 LC_TIME=en_US.UTF-8 USER=ubuntu LOGNAME=ubuntu HOME=/home/ubuntu PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games MAIL=/var/mail/ubuntu SHELL=/bin/bash SSH_CLIENT=149.248.186.137 38240 22 SSH_CONNECTION=149.248.186.137 38240 10.12.17.149 22 XDG_SESSION_ID=47 XDG_RUNTIME_DIR=/run/user/1000
 4961 ps axeww -o pid -o command LC_PAPER=en_US.UTF-8 XDG_SESSION_ID=47 LC_ADDRESS=en_US.UTF-8 LC_MONETARY=en_US.UTF-8 SHELL=/bin/bash SSH_CLIENT=149.248.186.137 38240 22 LC_NUMERIC=en_US.UTF-8 USER=ubuntu LC_TELEPHONE=en_US.UTF-8 MAIL=/var/mail/ubuntu PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games LC_IDENTIFICATION=en_US.UTF-8 PWD=/home/ubuntu LANG=en_US.UTF-8 LC_MEASUREMENT=en_US.UTF-8 SHLVL=1 HOME=/home/ubuntu LOGNAME=ubuntu SSH_CONNECTION=149.248.186.137 38240 10.12.17.149 22 XDG_RUNTIME_DIR=/run/user/1000 LC_TIME=en_US.UTF-8 LC_NAME=en_US.UTF-8 _=/bin/ps
COMMAND           PID  TYPE SIZE MODE  M START END PATH
lvmetad           558 POSIX   0B WRITE 0     0   0 /run
iscsid           1269 POSIX   0B WRITE 0     0   0 /run
lxcfs            1339 POSIX   0B WRITE 0     0   0 /run
atd              1283 POSIX   0B WRITE 0     0   0 /run
cron             1291 FLOCK   0B WRITE 0     0   0 /run
