>>> roachprod start: Fri Sep 11 19:45:47 UTC 2020
  PID COMMAND
   98 [md]
   99 [devfreq_wq]
  100 [kworker/u32:1]
  101 [kworker/0:1]
  103 [kswapd0]
  104 [vmstat]
  105 [fsnotify_mark]
  106 [ecryptfs-kthrea]
  122 [kthrotld]
  123 [bioset]
  124 [bioset]
  125 [bioset]
  126 [bioset]
  127 [bioset]
  128 [bioset]
  129 [bioset]
  130 [bioset]
  131 [bioset]
  132 [bioset]
  133 [bioset]
  134 [bioset]
  135 [bioset]
  136 [bioset]
  137 [kworker/2:1]
  138 [bioset]
  139 [bioset]
  140 [bioset]
  141 [bioset]
  142 [bioset]
  143 [bioset]
  144 [bioset]
  145 [bioset]
  146 [bioset]
  147 [bioset]
  148 [kworker/3:1]
  152 [ipv6_addrconf]
  153 [kworker/4:1]
  166 [deferwq]
  203 [nvme]
  204 [kworker/u32:2]
  235 [ena]
  276 [kworker/1:1]
  281 [kworker/7:1]
  282 [kworker/6:1]
  283 [kworker/3:2]
  284 [bioset]
  285 [kworker/u32:3]
  286 [bioset]
  292 [kworker/14:1]
  293 [bioset]
  294 [bioset]
  304 [kworker/13:1]
  308 [kworker/5:1]
  309 [kworker/8:1]
  310 [kworker/9:1]
  311 [kworker/10:1]
  312 [kworker/11:1]
  313 [kworker/12:1]
  314 [kworker/15:1]
  373 [raid5wq]
  399 [bioset]
  425 [jbd2/nvme0n1p1-]
  426 [ext4-rsv-conver]
  477 [kworker/0:1H]
  491 /lib/systemd/systemd-journald
  511 [iscsi_eh]
  521 [ib_addr]
  522 [kauditd]
  523 [ib_mcast]
  524 [ib_nl_sa_wq]
  531 [ib_cm]
  535 [iw_cm_wq]
  537 [rdma_cm]
  545 [kworker/4:1H]
  553 [kworker/1:2]
  560 /sbin/lvmetad -f
  579 [kworker/0:2]
  582 /lib/systemd/systemd-udevd
  609 [kworker/6:1H]
  809 [kworker/12:1H]
  810 [kworker/14:1H]
  855 [kworker/2:1H]
  857 [kworker/1:1H]
  890 [kworker/3:1H]
  891 [kworker/8:1H]
  892 [kworker/9:1H]
  893 [kworker/10:1H]
  894 [kworker/11:1H]
  902 [kworker/10:2]
  910 [kworker/5:1H]
  911 [kworker/7:1H]
  966 /lib/systemd/systemd-timesyncd
  996 [kworker/13:1H]
  997 [kworker/15:1H]
  998 [kworker/8:2]
 1085 [kworker/0:3]
 1087 [kworker/7:2]
 1117 /sbin/dhclient -1 -v -pf /run/dhclient.ens5.pid -lf /var/lib/dhcp/dhclient.ens5.leases -I -df /var/lib/dhcp/dhclient6.ens5.leases ens5
 1270 [kworker/11:2]
 1272 /sbin/iscsid
 1273 /sbin/iscsid
 1275 /lib/systemd/systemd-logind
 1277 /usr/sbin/cron -f
 1283 /usr/sbin/atd -f
 1287 /usr/sbin/rsyslogd -n
 1289 [kworker/2:2]
 1295 /usr/bin/lxcfs /var/lib/lxcfs/
 1301 /usr/lib/snapd/snapd
 1303 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation
 1308 /usr/lib/accountsservice/accounts-daemon
 1316 /usr/sbin/acpid
 1362 /sbin/mdadm --monitor --pid-file /run/mdadm/monitor.pid --daemonise --scan --syslog
 1394 /sbin/agetty --noclear tty1 linux
 1402 /sbin/agetty --keep-baud 115200 38400 9600 ttyS0 vt220
 1408 /usr/lib/policykit-1/polkitd --no-debug
 1429 /usr/sbin/irqbalance --pid=/var/run/irqbalance.pid
 1467 [kworker/14:2]
 1483 [kworker/6:2]
 1799 [kworker/3:3]
 1800 [kworker/1:3]
 1895 [kworker/4:2]
 2067 [kworker/6:3]
 2068 [kworker/13:2]
 2184 [kworker/12:2]
 2272 [kworker/5:2]
 2695 [jbd2/nvme1n1-8]
 2696 [ext4-rsv-conver]
 3462 [kworker/13:3]
 3463 [kworker/15:2]
 3847 /usr/sbin/chronyd
 3891 [kworker/5:3]
 3892 [kworker/2:3]
 4191 [kworker/9:2]
 4553 /usr/sbin/sshd -D
 4623 [kworker/7:3]
 4946 sshd: ubuntu [priv]
 4952 /lib/systemd/systemd --user PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin NOTIFY_SOCKET=/run/systemd/notify HOME=/home/ubuntu LOGNAME=ubuntu USER=ubuntu SHELL=/bin/bash XDG_RUNTIME_DIR=/run/user/1000
 4954 (sd-pam)
 4987 sshd: ubuntu@notty
 4988 bash -c  ??ulimit -c unlimited; mkdir -p ${HOME}/logs; ??echo ">>> roachprod start: $(date)" >> ${HOME}/logs/roachprod.log; ??ps axeww -o pid -o command >> ${HOME}/logs/roachprod.log; ??[ -x /usr/bin/lslocks ] && /usr/bin/lslocks >> ${HOME}/logs/roachprod.log;  ??export ROACHPROD=15; ??GOTRACEBACK=crash COCKROACH_SKIP_ENABLING_DIAGNOSTIC_REPORTING=1 COCKROACH_DEV_LICENSE=crl-0-EJL04ukFGAEiI0NvY2tyb2FjaCBMYWJzIC0gUHJvZHVjdGlvbiBUZXN0aW5n COCKROACH_ENABLE_RPC_COMPRESSION=false \ ??./cockroach start --background --insecure --store=path=/mnt/data1/cockroach --log-dir=${HOME}/logs --cache=25% --max-sql-memory=25% --port=26257 --http-port=26258 --locality=cloud=aws,region=us-east-2,zone=us-east-2b,rack=4 --join=3.12.104.196:26257 --advertise-host=$(hostname -I | awk '{print $1}') --cache=0.25 --max-sql-memory=0.4 >> ${HOME}/logs/cockroach.stdout.log \ ??                 2>> ${HOME}/logs/cockroach.stderr.log \ ???|| (x=$?; cat ${HOME}/logs/cockroach.stderr.log; exit $x) LANG=en_US.UTF-8 LC_ADDRESS=en_US.UTF-8 LC_IDENTIFICATION=en_US.UTF-8 LC_MEASUREMENT=en_US.UTF-8 LC_MONETARY=en_US.UTF-8 LC_NAME=en_US.UTF-8 LC_NUMERIC=en_US.UTF-8 LC_PAPER=en_US.UTF-8 LC_TELEPHONE=en_US.UTF-8 LC_TIME=en_US.UTF-8 USER=ubuntu LOGNAME=ubuntu HOME=/home/ubuntu PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games MAIL=/var/mail/ubuntu SHELL=/bin/bash SSH_CLIENT=149.248.186.137 37900 22 SSH_CONNECTION=149.248.186.137 37900 10.12.21.190 22 XDG_SESSION_ID=47 XDG_RUNTIME_DIR=/run/user/1000
 4992 ps axeww -o pid -o command LC_PAPER=en_US.UTF-8 XDG_SESSION_ID=47 LC_ADDRESS=en_US.UTF-8 LC_MONETARY=en_US.UTF-8 SHELL=/bin/bash SSH_CLIENT=149.248.186.137 37900 22 LC_NUMERIC=en_US.UTF-8 USER=ubuntu LC_TELEPHONE=en_US.UTF-8 MAIL=/var/mail/ubuntu PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games LC_IDENTIFICATION=en_US.UTF-8 PWD=/home/ubuntu LANG=en_US.UTF-8 LC_MEASUREMENT=en_US.UTF-8 SHLVL=1 HOME=/home/ubuntu LOGNAME=ubuntu SSH_CONNECTION=149.248.186.137 37900 10.12.21.190 22 XDG_RUNTIME_DIR=/run/user/1000 LC_TIME=en_US.UTF-8 LC_NAME=en_US.UTF-8 _=/bin/ps
COMMAND           PID  TYPE SIZE MODE  M START END PATH
lvmetad           560 POSIX   0B WRITE 0     0   0 /run
atd              1283 POSIX   0B WRITE 0     0   0 /run
cron             1277 FLOCK   0B WRITE 0     0   0 /run
lxcfs            1295 POSIX   0B WRITE 0     0   0 /run
iscsid           1273 POSIX   0B WRITE 0     0   0 /run
